Date,Open,High,Low,Close,Adj Close,Volume
2019-10-21,40.680000,40.680000,39.799999,39.900002,38.854931,63000
2019-10-28,40.130001,40.340000,39.900002,40.279999,39.224976,62500
2019-11-04,40.270000,40.430000,40.040001,40.110001,39.059429,77100
2019-11-11,40.330002,40.680000,40.009998,40.599998,39.536594,19400
2019-11-18,40.849998,41.209999,40.500000,40.610001,39.546337,24500
2019-11-25,40.959999,41.919998,40.900002,41.570000,40.481190,382700
2019-12-02,41.490002,42.509998,40.950001,42.480000,41.367355,67400
2019-12-09,42.410000,44.669998,41.860001,44.529999,43.363659,306700
2019-12-16,44.759998,44.790001,43.000000,43.119999,41.990589,255600
2019-12-23,43.330002,44.279999,43.160000,44.180000,43.613419,32300
2019-12-30,44.160000,44.570000,43.630001,43.840000,43.277779,75800
2020-01-06,43.630001,44.049999,42.990002,43.060001,42.507782,214300
2020-01-13,43.060001,43.509998,43.000000,43.459999,42.902649,274900
2020-01-20,42.959999,43.500000,42.959999,43.000000,42.448551,94800
2020-01-27,42.360001,42.730000,42.279999,42.490002,41.945091,251200
2020-02-03,42.040001,43.000000,41.930000,42.279999,41.737782,381000
2020-02-10,42.590000,43.619999,42.509998,43.540001,42.981625,88500
2020-02-17,43.259998,43.400002,43.000000,43.189999,42.636112,76500
2020-02-24,41.549999,41.919998,37.230000,37.919998,37.433697,197700
2020-03-02,37.560001,39.000000,36.500000,37.200001,36.722931,310600
2020-03-09,33.919998,35.560001,29.200001,30.500000,30.108856,252900
2020-03-16,25.709999,26.639999,21.629999,22.809999,22.517475,322600
2020-03-23,22.809999,28.309999,22.650000,27.400000,27.048611,137600
2020-03-30,26.940001,27.900000,25.549999,25.650000,25.321053,218700
2020-04-06,27.139999,30.780001,27.010000,30.719999,30.326033,279300
2020-04-13,30.379999,30.530001,28.370001,29.799999,29.417831,150900
2020-04-20,29.490000,29.870001,28.400000,29.650000,29.269756,1032900
2020-04-27,29.980000,31.790001,29.879999,30.610001,30.217445,59400
2020-05-04,30.150000,30.930000,29.809999,30.889999,30.493853,139600
2020-05-11,30.469999,30.700001,28.100000,28.900000,28.529373,69100
2020-05-18,29.559999,30.570000,29.559999,30.410000,30.020010,84300
2020-05-25,31.590000,32.599998,31.389999,32.130001,31.717953,30700
2020-06-01,32.470001,35.560001,32.400002,35.189999,34.738708,604800
2020-06-08,35.610001,35.610001,31.850000,32.750000,32.330002,507700
2020-06-15,31.719999,33.560001,31.690001,32.480000,32.063461,142300
2020-06-22,32.889999,33.279999,31.530001,31.530001,31.530001,22100
2020-06-29,31.610001,32.509998,31.540001,32.330002,32.330002,10800
2020-07-06,32.610001,32.619999,31.799999,32.240002,32.240002,17300
2020-07-13,32.220001,32.529999,31.480000,32.349998,32.349998,19500
2020-07-20,32.570000,33.150002,32.330002,32.750000,32.750000,31200
2020-07-27,32.939999,33.540001,32.790001,32.980000,32.980000,10800
2020-08-03,32.980000,34.619999,32.950001,34.619999,34.619999,11900
2020-08-10,34.759998,35.459999,34.540001,34.810001,34.810001,15200
2020-08-17,35.049999,35.139999,34.380001,34.540001,34.540001,6400
2020-08-24,34.669998,35.480000,34.459999,35.480000,35.480000,6700
2020-08-31,35.400002,35.669998,34.130001,34.740002,34.740002,19700
2020-09-07,34.080002,34.590000,33.509998,33.650002,33.650002,12400
2020-09-14,33.930000,34.700001,33.790001,34.009998,34.009998,15400
2020-09-21,32.660000,32.950001,32.110001,32.950001,32.950001,11300
2020-09-28,33.540001,33.919998,33.189999,33.840000,33.840000,10100
2020-10-05,34.349998,35.369999,34.290001,35.369999,35.369999,11000
2020-10-12,35.730000,35.730000,34.500000,34.509998,34.509998,16200
2020-10-19,34.770000,35.480000,34.419998,35.480000,35.480000,14200
2020-10-26,35.230000,35.230000,33.020000,33.360001,33.360001,25900
2020-11-02,33.099998,35.500000,32.990002,35.369999,35.369999,14800
2020-11-09,37.180000,38.330002,36.799999,38.310001,38.310001,57300
2020-11-16,38.919998,39.709999,38.799999,39.500000,39.500000,72500
2020-11-23,40.080002,40.400002,38.830002,39.220001,39.220001,109400
2020-11-30,39.310001,40.709999,38.919998,40.709999,40.709999,54200
