Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,36.419998,36.509998,34.759998,34.900002,32.984898,9600
2018-12-10,34.459999,34.950001,33.759998,34.020000,32.153187,22700
2018-12-17,33.400002,33.820000,32.919998,33.020000,31.208059,137800
2018-12-24,33.340000,33.689999,32.439999,33.490002,32.142021,42900
2018-12-31,33.980000,34.540001,33.400002,34.540001,33.149754,16100
2019-01-07,34.810001,36.290001,34.810001,36.209999,34.752537,12800
2019-01-14,36.009998,37.020000,35.830002,36.900002,35.414761,27100
2019-01-21,37.000000,37.529999,36.750000,37.419998,35.913834,25500
2019-01-28,37.320000,37.680000,37.130001,37.470001,35.961823,46900
2019-02-04,37.689999,37.799999,36.889999,36.889999,35.405167,13200
2019-02-11,37.040001,37.400002,36.660000,37.220001,35.721882,11100
2019-02-18,37.680000,38.349998,37.630001,38.279999,36.739216,29500
2019-02-25,38.320000,39.459999,38.000000,39.349998,37.766148,8300
2019-03-04,39.349998,39.349998,38.040001,38.040001,36.508877,25400
2019-03-11,38.230000,40.049999,38.160000,39.959999,38.351597,19500
2019-03-18,39.740002,40.139999,38.849998,38.860001,37.295872,19000
2019-03-25,38.689999,39.080002,38.459999,38.830002,37.267082,13500
2019-04-01,39.230000,40.250000,39.230000,39.730000,38.130856,16300
2019-04-08,39.869999,40.340000,39.500000,40.160000,38.543545,13600
2019-04-15,40.599998,40.740002,40.380001,40.400002,38.773891,4300
2019-04-22,40.310001,40.570000,40.279999,40.419998,38.793076,5600
2019-04-29,40.520000,40.830002,40.279999,40.750000,39.109798,16800
2019-05-06,40.480000,40.730000,39.740002,39.990002,38.380394,9200
2019-05-13,39.330002,39.439999,39.060001,39.139999,37.564598,5400
2019-05-20,38.770000,39.209999,38.000000,38.349998,36.806396,53000
2019-05-27,38.549999,38.599998,37.610001,37.779999,36.259342,15400
2019-06-03,37.570000,38.580002,37.450001,38.580002,37.027142,8200
2019-06-10,38.459999,38.709999,37.959999,37.959999,36.432095,3100
2019-06-17,37.419998,38.139999,37.090000,37.799999,36.278534,97000
2019-06-24,37.790001,37.980000,37.520000,37.830002,36.839149,3800
2019-07-01,38.060001,38.160000,37.490002,37.619999,36.634647,7200
2019-07-08,37.470001,37.520000,36.930000,37.439999,36.459362,5600
2019-07-15,37.570000,37.570000,37.130001,37.160000,36.186699,8100
2019-07-22,37.380001,37.740002,37.380001,37.669998,36.683334,2800
2019-07-29,37.470001,37.520000,35.720001,35.740002,34.803894,9700
2019-08-05,35.320000,35.419998,34.750000,35.180000,34.258556,9000
2019-08-12,34.869999,35.000000,34.230000,34.730000,33.820343,5000
2019-08-19,35.009998,35.889999,35.009998,35.680000,34.745461,9700
2019-08-26,35.650002,36.060001,35.580002,35.939999,34.998650,9200
2019-09-02,35.430000,36.959999,35.430000,36.950001,35.982201,7400
2019-09-09,36.900002,38.189999,36.860001,38.189999,37.189716,3800
2019-09-16,37.939999,38.200001,37.740002,38.200001,37.199459,12600
2019-09-23,37.889999,38.080002,37.169998,37.330002,36.352245,63200
2019-09-30,37.500000,37.580002,36.549999,36.740002,35.777699,13800
2019-10-07,36.660000,39.000000,35.799999,38.799999,37.783741,121000
2019-10-14,38.310001,40.419998,38.250000,40.200001,39.147076,100500
