Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,119.139999,121.160004,118.730003,120.650002,120.650002,114600
2020-07-06,120.959999,122.669998,120.889999,122.250000,122.250000,99300
2020-07-13,122.129997,122.400002,120.849998,121.690002,121.690002,69700
2020-07-20,122.330002,123.900002,122.209999,123.769997,123.769997,148600
2020-07-27,124.419998,127.410004,124.389999,126.690002,126.690002,134900
2020-08-03,125.949997,127.489998,125.720001,126.419998,126.419998,313700
2020-08-10,126.660004,127.099998,125.959999,126.650002,126.650002,58100
2020-08-17,126.730003,128.220001,126.519997,126.680000,126.680000,71300
2020-08-24,126.860001,129.220001,126.410004,129.190002,129.190002,72600
2020-08-31,128.910004,130.240005,127.529999,128.539993,128.539993,142900
2020-09-07,126.000000,126.250000,123.599998,123.800003,123.800003,185200
2020-09-14,124.769997,125.730003,124.290001,125.000000,125.000000,131300
2020-09-21,124.099998,124.099998,122.820000,123.300003,123.300003,76500
2020-09-28,124.629997,125.199997,124.110001,125.080002,125.080002,94000
2020-10-05,125.559998,126.129997,124.480003,126.120003,126.120003,113600
2020-10-12,126.070000,126.480003,124.750000,125.040001,125.040001,55200
2020-10-19,125.500000,127.419998,125.099998,126.120003,126.120003,101900
2020-10-26,125.870003,126.419998,124.589996,125.239998,125.239998,83200
2020-11-02,124.910004,127.410004,124.639999,127.209999,127.209999,100100
2020-11-09,127.589996,128.369995,126.699997,127.559998,127.559998,79700
2020-11-16,127.480003,128.649994,127.480003,128.490005,128.490005,103700
2020-11-23,129.350006,129.460007,128.399994,128.679993,128.679993,90100
2020-11-30,129.289993,129.929993,128.860001,129.779999,129.779999,52700
