net_id,from_id,to_id,value
2007-03-31,AT,PT,20.29
2007-03-31,AT,SE,12.53
2007-03-31,AT,TR,9.24
2007-03-31,AT,US,290.6
2007-03-31,AU,AT,7.14
2007-03-31,AU,BE,7.15
2007-03-31,AU,CA,25.27
2007-03-31,AU,CH,49.38
2007-03-31,AU,CL,1.35
2007-03-31,AU,DE,97.19
2007-03-31,AU,ES,17.41
2007-03-31,AU,FI,1.26
2007-03-31,AU,FR,64.72
2007-03-31,AU,GB,949.7
2007-03-31,AU,GR,1.06
2007-03-31,AU,IE,19.69
2007-03-31,AU,IN,9.13
2007-03-31,AU,IT,32.54
2007-03-31,AU,JP,16.02
2007-03-31,AU,KR,17.84
2007-03-31,AU,NL,81.05
2007-03-31,AU,PT,2.8
2007-03-31,AU,SE,1.73
2007-03-31,AU,TR,0.16
2007-03-31,AU,US,387.38
2007-03-31,BE,AT,64.03
2007-03-31,BE,AU,65.55
2007-03-31,BE,CA,63.33
2007-03-31,BE,CH,138.87
2007-03-31,BE,CL,2.08
2007-03-31,BE,DE,764.02
2007-03-31,BE,ES,408.77
2007-03-31,BE,FI,28.62
2007-03-31,BE,FR,1308.78
2007-03-31,BE,GB,1833.68
2007-03-31,BE,GR,126.71
2007-03-31,BE,IE,467.31
2007-03-31,BE,IN,18.04
2007-03-31,BE,IT,765.85
2007-03-31,BE,JP,46.73
2007-03-31,BE,KR,38.57
2007-03-31,BE,NL,2178.82
2007-03-31,BE,PT,111.96
2007-03-31,BE,SE,53.67
2007-03-31,BE,TR,139.57
2007-03-31,BE,US,1583.06
2007-03-31,CH,AT,166.26
2007-03-31,CH,CA,185.43
2007-03-31,CH,DE,1290.91
2007-03-31,CH,ES,294.83
2007-03-31,CH,FR,931.81
2007-03-31,CH,GB,3255.21
2007-03-31,CH,IE,258.58
2007-03-31,CH,IT,491.93
2007-03-31,CH,US,12740.31
2007-03-31,CL,AT,0.06
2007-03-31,CL,AU,0.07
2007-03-31,CL,BE,0.12
2007-03-31,CL,CA,0.45
2007-03-31,CL,CH,0.41
2007-03-31,CL,DE,0.48
2007-03-31,CL,ES,1.47
2007-03-31,CL,FI,0.03
2007-03-31,CL,FR,0.96
2007-03-31,CL,GB,1.03
2007-03-31,CL,GR,0.06
2007-03-31,CL,IN,0.6
2007-03-31,CL,IT,0.41
2007-03-31,CL,JP,0.11
2007-03-31,CL,KR,0.54
2007-03-31,CL,NL,0.06
2007-03-31,CL,SE,0.02
2007-03-31,CL,TR,0.07
2007-03-31,CL,US,12.39
2007-03-31,DE,AT,951.6
2007-03-31,DE,AU,498.98
2007-03-31,DE,BE,467.01
2007-03-31,DE,CA,326.36
2007-03-31,DE,CH,603.25
2007-03-31,DE,CL,24.66
2007-03-31,DE,ES,2424.08
2007-03-31,DE,FI,182.55
2007-03-31,DE,FR,2273.71
2007-03-31,DE,GB,7802.25
2007-03-31,DE,GR,379.44
2007-03-31,DE,IE,1343.87
2007-03-31,DE,IN,103.12
2007-03-31,DE,IT,2155.19
2007-03-31,DE,JP,782.35
2007-03-31,DE,KR,128.27
2007-03-31,DE,NL,1560.94
2007-03-31,DE,PT,369.87
2007-03-31,DE,SE,357.19
2007-03-31,DE,TR,114.81
2007-03-31,DE,US,7571.15
2007-03-31,ES,AT,33.62
2007-03-31,ES,AU,29.31
2007-03-31,ES,BE,147.07
2007-03-31,ES,CA,20.16
2007-03-31,ES,CH,87.46
2007-03-31,ES,CL,357.68
2007-03-31,ES,DE,560.4
2007-03-31,ES,FI,41.16
2007-03-31,ES,FR,578.52
2007-03-31,ES,GB,3337.73
2007-03-31,ES,GR,8.52
2007-03-31,ES,IE,218.66
2007-03-31,ES,IN,3.2
2007-03-31,ES,IT,412.1
2007-03-31,ES,JP,40.39
2007-03-31,ES,KR,3.81
2007-03-31,ES,NL,271.58
2007-03-31,ES,PT,636.93
2007-03-31,ES,SE,41.77
2007-03-31,ES,TR,2.43
2007-03-31,ES,US,1026.4
2007-03-31,FR,AT,180.01
2007-03-31,FR,AU,446.8
2007-03-31,FR,BE,969.68
2007-03-31,FR,CA,247.09
2007-03-31,FR,CH,716.79
2007-03-31,FR,CL,16.8
2007-03-31,FR,DE,1680.03
2007-03-31,FR,ES,1302.67
2007-03-31,FR,FI,81.67
2007-03-31,FR,GB,3861.4
2007-03-31,FR,GR,498.31
2007-03-31,FR,IE,613.64
2007-03-31,FR,IN,78.17
2007-03-31,FR,IT,3210.31
2007-03-31,FR,JP,1427.4
2007-03-31,FR,KR,285.98
2007-03-31,FR,NL,1191.07
2007-03-31,FR,PT,204.74
2007-03-31,FR,SE,137.49
2007-03-31,FR,TR,98.95
2007-03-31,FR,US,6819.63
2007-03-31,GB,AT,174.69
2007-03-31,GB,AU,1152.28
2007-03-31,GB,BE,642.19
2007-03-31,GB,CA,911.53
2007-03-31,GB,CH,587.08
2007-03-31,GB,CL,20.4
2007-03-31,GB,DE,2000.39
2007-03-31,GB,ES,1129.45
2007-03-31,GB,FI,87.96
2007-03-31,GB,FR,2449.6
2007-03-31,GB,GR,117.32
2007-03-31,GB,IE,1752.72
2007-03-31,GB,IN,330.71
2007-03-31,GB,IT,841.71
2007-03-31,GB,JP,965.27
2007-03-31,GB,KR,761.79
2007-03-31,GB,NL,1249.17
2007-03-31,GB,PT,180.79
2007-03-31,GB,SE,228.45
2007-03-31,GB,TR,128.15
2007-03-31,GB,US,12092.2
2007-03-31,GR,AT,8.65
2007-03-31,GR,AU,0.41
2007-03-31,GR,BE,5.98
2007-03-31,GR,CA,0.57
2007-03-31,GR,CH,2.07
2007-03-31,GR,DE,12.79
2007-03-31,GR,ES,1.19
2007-03-31,GR,FI,2.89
2007-03-31,GR,FR,14.77
2007-03-31,GR,GB,68.64
2007-03-31,GR,IE,3.86
2007-03-31,GR,IN,0.05
2007-03-31,GR,IT,10.34
2007-03-31,GR,JP,0.59
2007-03-31,GR,KR,0.07
2007-03-31,GR,NL,7
2007-03-31,GR,PT,0.17
2007-03-31,GR,SE,0.3
2007-03-31,GR,TR,168.69
2007-03-31,GR,US,30.05
2007-03-31,IE,AT,131.41
2007-03-31,IE,AU,70.8
2007-03-31,IE,BE,74.03
2007-03-31,IE,CA,104.94
2007-03-31,IE,CH,84.76
2007-03-31,IE,DE,874.37
2007-03-31,IE,ES,308
2007-03-31,IE,FR,281.42
2007-03-31,IE,GB,1905.34
2007-03-31,IE,GR,93.6
2007-03-31,IE,IT,493.43
2007-03-31,IE,JP,119.81
2007-03-31,IE,NL,173.26
2007-03-31,IE,PT,80.04
2007-03-31,IE,SE,60.6
2007-03-31,IE,US,643.35
2007-03-31,IT,AT,1025.71
2007-03-31,IT,AU,21.51
2007-03-31,IT,BE,84.99
2007-03-31,IT,CA,14.26
2007-03-31,IT,CH,127.26
2007-03-31,IT,CL,5.99
2007-03-31,IT,DE,3505.8
2007-03-31,IT,ES,302.75
2007-03-31,IT,FI,19.74
2007-03-31,IT,FR,449.44
2007-03-31,IT,GB,740.97
2007-03-31,IT,IE,201.73
2007-03-31,IT,IN,11.03
2007-03-31,IT,JP,65.82
2007-03-31,IT,KR,11.4
2007-03-31,IT,NL,249.24
2007-03-31,IT,PT,103.49
2007-03-31,IT,SE,20.48
2007-03-31,IT,US,522.46
2007-03-31,JP,AT,69.12
2007-03-31,JP,AU,427.67
2007-03-31,JP,BE,190.98
2007-03-31,JP,CA,350.19
2007-03-31,JP,CH,233.26
2007-03-31,JP,CL,9.91
2007-03-31,JP,DE,1302.27
2007-03-31,JP,ES,281.77
2007-03-31,JP,FI,40.74
2007-03-31,JP,FR,1143.5
2007-03-31,JP,GB,1240.76
2007-03-31,JP,GR,56.89
2007-03-31,JP,IE,256.89
2007-03-31,JP,IN,84.21
2007-03-31,JP,IT,416.71
2007-03-31,JP,KR,216.34
2007-03-31,JP,NL,459.71
2007-03-31,JP,PT,23.66
2007-03-31,JP,SE,119.87
2007-03-31,JP,TR,28.08
2007-03-31,JP,US,7644.88
2007-03-31,NL,AT,111.49
2007-03-31,NL,AU,743.86
2007-03-31,NL,CA,332.52
2007-03-31,NL,CH,205.04
2007-03-31,NL,DE,1833.81
2007-03-31,NL,ES,1106.71
2007-03-31,NL,FI,53.43
2007-03-31,NL,FR,1751.27
2007-03-31,NL,GB,3562.7
2007-03-31,NL,GR,185.18
2007-03-31,NL,IE,403.34
2007-03-31,NL,IT,1386.31
2007-03-31,NL,JP,595.31
2007-03-31,NL,PT,139.11
2007-03-31,NL,SE,179.15
2007-03-31,NL,US,6189.13
2007-03-31,SE,AT,18.62
2007-03-31,SE,AU,40.29
2007-03-31,SE,BE,46.49
2007-03-31,SE,CA,28.22
2007-03-31,SE,CH,70.63
2007-03-31,SE,CL,0.17
2007-03-31,SE,DE,859.78
2007-03-31,SE,ES,78.01
2007-03-31,SE,FI,860.54
2007-03-31,SE,FR,83.27
2007-03-31,SE,GB,594.88
2007-03-31,SE,GR,6.27
2007-03-31,SE,IE,34.86
2007-03-31,SE,IN,2.03
2007-03-31,SE,IT,35.38
2007-03-31,SE,JP,8.64
2007-03-31,SE,KR,3.54
2007-03-31,SE,NL,101.62
2007-03-31,SE,PT,7.87
2007-03-31,SE,TR,2.42
2007-03-31,SE,US,528.19
2007-03-31,TR,AT,6.97
2007-03-31,TR,AU,0.1
2007-03-31,TR,BE,6.89
2007-03-31,TR,CA,1.16
2007-03-31,TR,CH,13.98
2007-03-31,TR,DE,57.56
2007-03-31,TR,ES,0.55
2007-03-31,TR,FI,0.62
2007-03-31,TR,FR,7.61
2007-03-31,TR,GB,29.11
2007-03-31,TR,GR,1.43
2007-03-31,TR,IE,4.73
2007-03-31,TR,IN,0.33
2007-03-31,TR,IT,6.01
2007-03-31,TR,JP,2.82
2007-03-31,TR,NL,21.76
2007-03-31,TR,SE,1.12
2007-03-31,TR,US,19.38
2007-03-31,US,AT,57.27
2007-03-31,US,AU,471.26
2007-03-31,US,BE,207.47
2007-03-31,US,CA,591.47
2007-03-31,US,CH,248.3
2007-03-31,US,CL,66.19
2007-03-31,US,DE,1303.32
2007-03-31,US,ES,381.14
2007-03-31,US,FI,38.4
2007-03-31,US,FR,610.93
2007-03-31,US,GB,2866.18
2007-03-31,US,GR,72.39
2007-03-31,US,IE,248.09
2007-03-31,US,IN,364.11
2007-03-31,US,IT,287.03
2007-03-31,US,JP,708.07
2007-03-31,US,KR,714.73
2007-03-31,US,NL,744.8
2007-03-31,US,PT,42.7
2007-03-31,US,SE,152.77
2007-03-31,US,TR,152.74
2007-06-30,AT,AU,26.31
2007-06-30,AT,BE,30.03
2007-06-30,AT,CA,14.72
2007-06-30,AT,CH,86.22
2007-06-30,AT,CL,0.36
2007-06-30,AT,DE,541.98
2007-06-30,AT,ES,71.43
2007-06-30,AT,FI,10.81
2007-06-30,AT,FR,115.37
2007-06-30,AT,GB,272.17
2007-06-30,AT,GR,57.48
2007-06-30,AT,IE,90.91
2007-06-30,AT,IN,7.95
2007-06-30,AT,IT,245.67
2007-06-30,AT,JP,28.28
2007-06-30,AT,KR,20.23
2007-06-30,AT,NL,135.08
2007-06-30,AT,PT,21.99
2007-06-30,AT,SE,11.85
2007-06-30,AT,TR,9.9
2007-06-30,AT,US,268.9
2007-06-30,AU,AT,2.25
2007-06-30,AU,BE,8.35
2007-06-30,AU,CA,27.32
2007-06-30,AU,CH,41.47
2007-06-30,AU,CL,1.9
2007-06-30,AU,DE,175.9
2007-06-30,AU,ES,18.52
2007-06-30,AU,FI,5
2007-06-30,AU,FR,62.26
2007-06-30,AU,GB,989.21
2007-06-30,AU,GR,0.51
2007-06-30,AU,IE,25.07
2007-06-30,AU,IN,14.18
2007-06-30,AU,IT,30.82
2007-06-30,AU,JP,17.65
2007-06-30,AU,KR,19.7
2007-06-30,AU,NL,95.9
2007-06-30,AU,PT,3.21
2007-06-30,AU,SE,2.51
2007-06-30,AU,TR,0.18
2007-06-30,AU,US,410
2007-06-30,BE,AT,70.41
2007-06-30,BE,AU,110
2007-06-30,BE,CA,53.95
2007-06-30,BE,CH,185.03
2007-06-30,BE,CL,2.38
2007-06-30,BE,DE,691.37
2007-06-30,BE,ES,495.15
2007-06-30,BE,FI,32.54
2007-06-30,BE,FR,1347.9
2007-06-30,BE,GB,1869.11
2007-06-30,BE,GR,100.77
2007-06-30,BE,IE,512.48
2007-06-30,BE,IN,20.05
2007-06-30,BE,IT,648.33
2007-06-30,BE,JP,40.25
2007-06-30,BE,KR,39.04
2007-06-30,BE,NL,2382.59
2007-06-30,BE,PT,118.4
2007-06-30,BE,SE,39.5
2007-06-30,BE,TR,146.66
2007-06-30,BE,US,1744.72
2007-06-30,CH,AT,189.69
2007-06-30,CH,CA,228.74
2007-06-30,CH,DE,1329.26
2007-06-30,CH,ES,270.3
2007-06-30,CH,FR,962.55
2007-06-30,CH,GB,3003.21
2007-06-30,CH,IE,266.57
2007-06-30,CH,IT,510.46
2007-06-30,CH,US,12118.45
2007-06-30,CL,AT,0.04
2007-06-30,CL,AU,0.02
2007-06-30,CL,BE,0.03
2007-06-30,CL,CA,0.2
2007-06-30,CL,CH,0.42
2007-06-30,CL,DE,1.35
2007-06-30,CL,ES,1.41
2007-06-30,CL,FI,0.01
2007-06-30,CL,FR,0.35
2007-06-30,CL,GB,0.56
2007-06-30,CL,GR,0.06
2007-06-30,CL,IN,0.39
2007-06-30,CL,IT,0.39
2007-06-30,CL,JP,0.07
2007-06-30,CL,KR,0.51
2007-06-30,CL,NL,0.08
2007-06-30,CL,SE,0.02
2007-06-30,CL,TR,0.07
2007-06-30,CL,US,13.4
2007-06-30,DE,AT,946.25
2007-06-30,DE,AU,572.83
2007-06-30,DE,BE,560.09
2007-06-30,DE,CA,348.88
2007-06-30,DE,CH,679.41
2007-06-30,DE,CL,32.49
2007-06-30,DE,ES,2586.88
2007-06-30,DE,FI,179.84
2007-06-30,DE,FR,2386.13
2007-06-30,DE,GB,8398.42
2007-06-30,DE,GR,373.33
2007-06-30,DE,IE,1453.93
2007-06-30,DE,IN,128.19
2007-06-30,DE,IT,2280.9
2007-06-30,DE,JP,868.16
2007-06-30,DE,KR,142.48
2007-06-30,DE,NL,1636.07
2007-06-30,DE,PT,392.06
2007-06-30,DE,SE,415.5
2007-06-30,DE,TR,129.6
2007-06-30,DE,US,7873.9
2007-06-30,ES,AT,39.28
2007-06-30,ES,AU,28.24
2007-06-30,ES,BE,138.34
2007-06-30,ES,CA,25.5
2007-06-30,ES,CH,66.05
2007-06-30,ES,CL,378.28
2007-06-30,ES,DE,614.57
2007-06-30,ES,FI,29.64
2007-06-30,ES,FR,636.04
2007-06-30,ES,GB,3333.93
2007-06-30,ES,GR,9.9
2007-06-30,ES,IE,231.95
2007-06-30,ES,IN,3.52
2007-06-30,ES,IT,371.63
2007-06-30,ES,JP,49
2007-06-30,ES,KR,3.06
2007-06-30,ES,NL,260.77
2007-06-30,ES,PT,667.9
2007-06-30,ES,SE,45.25
2007-06-30,ES,TR,2.39
2007-06-30,ES,US,1127.22
2007-06-30,FR,AT,219.52
2007-06-30,FR,AU,519.35
2007-06-30,FR,BE,851.32
2007-06-30,FR,CA,248.85
2007-06-30,FR,CH,736.04
2007-06-30,FR,CL,20.84
2007-06-30,FR,DE,1827.36
2007-06-30,FR,ES,1377.95
2007-06-30,FR,FI,89.97
2007-06-30,FR,GB,3951.2
2007-06-30,FR,GR,524.41
2007-06-30,FR,IE,681.45
2007-06-30,FR,IN,89.16
2007-06-30,FR,IT,3449.33
2007-06-30,FR,JP,1390.13
2007-06-30,FR,KR,317.12
2007-06-30,FR,NL,1331.04
2007-06-30,FR,PT,225.05
2007-06-30,FR,SE,146.26
2007-06-30,FR,TR,109.5
2007-06-30,FR,US,7363.95
2007-06-30,GB,AT,151.66
2007-06-30,GB,AU,1286.12
2007-06-30,GB,BE,606.31
2007-06-30,GB,CA,923.55
2007-06-30,GB,CH,572.79
2007-06-30,GB,CL,22.71
2007-06-30,GB,DE,1836.2
2007-06-30,GB,ES,1270.27
2007-06-30,GB,FI,103.49
2007-06-30,GB,FR,2862.53
2007-06-30,GB,GR,107.18
2007-06-30,GB,IE,1802.65
2007-06-30,GB,IN,361.01
2007-06-30,GB,IT,784.06
2007-06-30,GB,JP,913.55
2007-06-30,GB,KR,775.81
2007-06-30,GB,NL,1394.33
2007-06-30,GB,PT,185.19
2007-06-30,GB,SE,218.88
2007-06-30,GB,TR,146.31
2007-06-30,GB,US,11513.87
2007-06-30,GR,AT,5.85
2007-06-30,GR,AU,0.4
2007-06-30,GR,BE,13.75
2007-06-30,GR,CA,0.09
2007-06-30,GR,CH,2.6
2007-06-30,GR,DE,19.57
2007-06-30,GR,ES,0.59
2007-06-30,GR,FI,0.08
2007-06-30,GR,FR,18.25
2007-06-30,GR,GB,56.07
2007-06-30,GR,IE,3.87
2007-06-30,GR,IN,0.08
2007-06-30,GR,IT,8.08
2007-06-30,GR,JP,0.41
2007-06-30,GR,KR,0.07
2007-06-30,GR,NL,14.44
2007-06-30,GR,PT,0.29
2007-06-30,GR,SE,0.73
2007-06-30,GR,TR,192.12
2007-06-30,GR,US,39.56
2007-06-30,IE,AT,130.19
2007-06-30,IE,AU,77.23
2007-06-30,IE,BE,80.28
2007-06-30,IE,CA,119.55
2007-06-30,IE,CH,63.87
2007-06-30,IE,DE,881.05
2007-06-30,IE,ES,347.38
2007-06-30,IE,FR,293.77
2007-06-30,IE,GB,2104.34
2007-06-30,IE,GR,90.62
2007-06-30,IE,IT,478.71
2007-06-30,IE,JP,117.28
2007-06-30,IE,NL,188.29
2007-06-30,IE,PT,74.46
2007-06-30,IE,SE,74.97
2007-06-30,IE,US,665.34
2007-06-30,IT,AT,1066.63
2007-06-30,IT,AU,22.7
2007-06-30,IT,BE,96.23
2007-06-30,IT,CA,16.11
2007-06-30,IT,CH,137.49
2007-06-30,IT,CL,6.57
2007-06-30,IT,DE,3667.77
2007-06-30,IT,ES,296.97
2007-06-30,IT,FI,32.53
2007-06-30,IT,FR,471.16
2007-06-30,IT,GB,833.91
2007-06-30,IT,IE,207.53
2007-06-30,IT,IN,11.26
2007-06-30,IT,JP,61.16
2007-06-30,IT,KR,13.43
2007-06-30,IT,NL,271.74
2007-06-30,IT,PT,98.82
2007-06-30,IT,SE,25
2007-06-30,IT,US,527.81
2007-06-30,JP,AT,79.31
2007-06-30,JP,AU,460.06
2007-06-30,JP,BE,196.75
2007-06-30,JP,CA,384.79
2007-06-30,JP,CH,222.14
2007-06-30,JP,CL,9.89
2007-06-30,JP,DE,1344.98
2007-06-30,JP,ES,284.73
2007-06-30,JP,FI,46.79
2007-06-30,JP,FR,1183.24
2007-06-30,JP,GB,1332.78
2007-06-30,JP,GR,62.74
2007-06-30,JP,IE,277.51
2007-06-30,JP,IN,95.13
2007-06-30,JP,IT,436.48
2007-06-30,JP,KR,218.96
2007-06-30,JP,NL,499.53
2007-06-30,JP,PT,28.52
2007-06-30,JP,SE,130.94
2007-06-30,JP,TR,32.04
2007-06-30,JP,US,7890.44
2007-06-30,NL,AT,111.5
2007-06-30,NL,AU,812.35
2007-06-30,NL,CA,376.08
2007-06-30,NL,CH,199.78
2007-06-30,NL,DE,1816.67
2007-06-30,NL,ES,1149.89
2007-06-30,NL,FI,60.67
2007-06-30,NL,FR,1864.44
2007-06-30,NL,GB,3651.29
2007-06-30,NL,GR,176.67
2007-06-30,NL,IE,424.86
2007-06-30,NL,IT,1374.71
2007-06-30,NL,JP,482.1
2007-06-30,NL,PT,151.51
2007-06-30,NL,SE,171.12
2007-06-30,NL,US,6482.9
2007-06-30,SE,AT,19.73
2007-06-30,SE,AU,47.83
2007-06-30,SE,BE,62.28
2007-06-30,SE,CA,26.87
2007-06-30,SE,CH,44.13
2007-06-30,SE,CL,0.23
2007-06-30,SE,DE,939.74
2007-06-30,SE,ES,92.32
2007-06-30,SE,FI,885.73
2007-06-30,SE,FR,103.57
2007-06-30,SE,GB,598.04
2007-06-30,SE,GR,5.33
2007-06-30,SE,IE,56.82
2007-06-30,SE,IN,1.91
2007-06-30,SE,IT,38.33
2007-06-30,SE,JP,7.26
2007-06-30,SE,KR,3.58
2007-06-30,SE,NL,109.61
2007-06-30,SE,PT,7.1
2007-06-30,SE,TR,2.35
2007-06-30,SE,US,541.03
2007-06-30,TR,AT,9.16
2007-06-30,TR,AU,0.14
2007-06-30,TR,BE,12.68
2007-06-30,TR,CA,0.25
2007-06-30,TR,CH,15.65
2007-06-30,TR,DE,51.74
2007-06-30,TR,ES,0.54
2007-06-30,TR,FI,0.01
2007-06-30,TR,FR,4.79
2007-06-30,TR,GB,35.75
2007-06-30,TR,GR,1.43
2007-06-30,TR,IE,2.39
2007-06-30,TR,IN,0.34
2007-06-30,TR,IT,9.39
2007-06-30,TR,JP,11.35
2007-06-30,TR,NL,30.8
2007-06-30,TR,PT,0.04
2007-06-30,TR,SE,0.72
2007-06-30,TR,US,22.64
2007-06-30,US,AT,71.68
2007-06-30,US,AU,516.57
2007-06-30,US,BE,251.68
2007-06-30,US,CA,638.34
2007-06-30,US,CH,307.18
2007-06-30,US,CL,70.76
2007-06-30,US,DE,1234.07
2007-06-30,US,ES,392.2
2007-06-30,US,FI,32.02
2007-06-30,US,FR,687.18
2007-06-30,US,GB,3296.12
2007-06-30,US,GR,68.91
2007-06-30,US,IE,314.3
2007-06-30,US,IN,453.7
2007-06-30,US,IT,347.55
2007-06-30,US,JP,1469.28
2007-06-30,US,KR,720.17
2007-06-30,US,NL,714.48
2007-06-30,US,PT,46.31
2007-06-30,US,SE,162.21
2007-06-30,US,TR,158.5
2007-09-30,AT,AU,27.44
2007-09-30,AT,BE,31.13
2007-09-30,AT,CA,15.98
2007-09-30,AT,CH,90.26
2007-09-30,AT,CL,0.61
2007-09-30,AT,DE,572.98
2007-09-30,AT,ES,77.38
2007-09-30,AT,FI,12.95
2007-09-30,AT,FR,126.07
2007-09-30,AT,GB,332.47
2007-09-30,AT,GR,57.83
2007-09-30,AT,IE,103.81
2007-09-30,AT,IN,7.46
2007-09-30,AT,IT,258.46
2007-09-30,AT,JP,22.99
2007-09-30,AT,KR,20.35
2007-09-30,AT,NL,143.99
2007-09-30,AT,PT,23.33
2007-09-30,AT,SE,13.55
2007-09-30,AT,TR,21.01
2007-09-30,AT,US,262.64
2007-09-30,AU,AT,8.98
2007-09-30,AU,BE,11.28
2007-09-30,AU,CA,33.19
2007-09-30,AU,CH,42.78
2007-09-30,AU,CL,1.62
2007-09-30,AU,DE,117.98
2007-09-30,AU,ES,9.81
2007-09-30,AU,FI,3.6
2007-09-30,AU,FR,73.5
2007-09-30,AU,GB,1058.96
2007-09-30,AU,GR,0.25
2007-09-30,AU,IE,40.8
2007-09-30,AU,IN,17.59
2007-09-30,AU,IT,26.41
2007-09-30,AU,JP,20.72
2007-09-30,AU,KR,22.92
2007-09-30,AU,NL,139.57
2007-09-30,AU,PT,2.9
2007-09-30,AU,SE,6.59
2007-09-30,AU,TR,0.19
2007-09-30,AU,US,388.31
2007-09-30,BE,AT,80.03
2007-09-30,BE,AU,117.85
2007-09-30,BE,CA,49.1
2007-09-30,BE,CH,132.67
2007-09-30,BE,CL,1.69
2007-09-30,BE,DE,801.4
2007-09-30,BE,ES,487.12
2007-09-30,BE,FI,32.47
2007-09-30,BE,FR,1452.03
2007-09-30,BE,GB,2014.76
2007-09-30,BE,GR,130.48
2007-09-30,BE,IE,502.16
2007-09-30,BE,IN,23.7
2007-09-30,BE,IT,546.57
2007-09-30,BE,JP,30.35
2007-09-30,BE,KR,41.47
2007-09-30,BE,NL,2285.84
2007-09-30,BE,PT,116.87
2007-09-30,BE,SE,38.17
2007-09-30,BE,TR,133.63
2007-09-30,BE,US,1727.2
2007-09-30,CA,AT,35.26
2007-09-30,CA,AU,164.01
2007-09-30,CA,BE,45.79
2007-09-30,CA,CH,27.89
2007-09-30,CA,DE,170.77
2007-09-30,CA,ES,50.79
2007-09-30,CA,FI,6.25
2007-09-30,CA,FR,146.52
2007-09-30,CA,GB,846.38
2007-09-30,CA,GR,4.48
2007-09-30,CA,IE,148.52
2007-09-30,CA,IT,45.65
2007-09-30,CA,JP,47.58
2007-09-30,CA,KR,41.81
2007-09-30,CA,NL,117.05
2007-09-30,CA,PT,6.08
2007-09-30,CA,SE,30.76
2007-09-30,CA,TR,7.53
2007-09-30,CA,US,3939.17
2007-09-30,CH,AT,197.49
2007-09-30,CH,CA,227.64
2007-09-30,CH,DE,1520.43
2007-09-30,CH,ES,330.46
2007-09-30,CH,FR,884.72
2007-09-30,CH,GB,3192.01
2007-09-30,CH,IE,259.68
2007-09-30,CH,IT,418.76
2007-09-30,CH,US,11410.3
2007-09-30,CL,BE,0.02
2007-09-30,CL,CA,0.72
2007-09-30,CL,CH,0.48
2007-09-30,CL,DE,0.59
2007-09-30,CL,ES,1.57
2007-09-30,CL,FI,0.01
2007-09-30,CL,FR,0.66
2007-09-30,CL,GB,0.74
2007-09-30,CL,GR,0.06
2007-09-30,CL,IN,0.42
2007-09-30,CL,IT,0.44
2007-09-30,CL,JP,0.12
2007-09-30,CL,KR,0.23
2007-09-30,CL,NL,0.18
2007-09-30,CL,SE,0.02
2007-09-30,CL,TR,0.07
2007-09-30,CL,US,11.2
2007-09-30,DE,AT,999.14
2007-09-30,DE,AU,557.24
2007-09-30,DE,BE,566.24
2007-09-30,DE,CA,389.42
2007-09-30,DE,CH,673.36
2007-09-30,DE,CL,36.27
2007-09-30,DE,ES,2758.32
2007-09-30,DE,FI,158.35
2007-09-30,DE,FR,2322.49
2007-09-30,DE,GB,8064.82
2007-09-30,DE,GR,363.28
2007-09-30,DE,IE,1862.65
2007-09-30,DE,IN,139.69
2007-09-30,DE,IT,2222.54
2007-09-30,DE,JP,847.86
2007-09-30,DE,KR,150.06
2007-09-30,DE,NL,1663.75
2007-09-30,DE,PT,402.92
2007-09-30,DE,SE,453.66
2007-09-30,DE,TR,133.35
2007-09-30,DE,US,8517.57
2007-09-30,ES,AT,31.79
2007-09-30,ES,AU,26.81
2007-09-30,ES,BE,154.32
2007-09-30,ES,CA,28.31
2007-09-30,ES,CH,67.03
2007-09-30,ES,CL,409.29
2007-09-30,ES,DE,612.67
2007-09-30,ES,FI,20.12
2007-09-30,ES,FR,738.24
2007-09-30,ES,GB,3485.79
2007-09-30,ES,GR,11.11
2007-09-30,ES,IE,243.6
2007-09-30,ES,IN,7.01
2007-09-30,ES,IT,422.83
2007-09-30,ES,JP,44.17
2007-09-30,ES,KR,5.03
2007-09-30,ES,NL,256.17
2007-09-30,ES,PT,710.65
2007-09-30,ES,SE,37.4
2007-09-30,ES,TR,2.13
2007-09-30,ES,US,1399.97
2007-09-30,FR,AT,216.82
2007-09-30,FR,AU,529.38
2007-09-30,FR,BE,807.25
2007-09-30,FR,CA,283.99
2007-09-30,FR,CH,681.04
2007-09-30,FR,CL,21.15
2007-09-30,FR,DE,2129.69
2007-09-30,FR,ES,1562.41
2007-09-30,FR,FI,84.14
2007-09-30,FR,GB,3916.3
2007-09-30,FR,GR,585.83
2007-09-30,FR,IE,780.43
2007-09-30,FR,IN,109.55
2007-09-30,FR,IT,3848.21
2007-09-30,FR,JP,1470.7
2007-09-30,FR,KR,348.39
2007-09-30,FR,NL,1444.79
2007-09-30,FR,PT,232.07
2007-09-30,FR,SE,128.85
2007-09-30,FR,TR,116.59
2007-09-30,FR,US,7121.86
2007-09-30,GB,AT,152.44
2007-09-30,GB,AU,1498.14
2007-09-30,GB,BE,669.31
2007-09-30,GB,CA,960.29
2007-09-30,GB,CH,608.69
2007-09-30,GB,CL,21.49
2007-09-30,GB,DE,2156.32
2007-09-30,GB,ES,1296.17
2007-09-30,GB,FI,96.31
2007-09-30,GB,FR,3161.58
2007-09-30,GB,GR,119.88
2007-09-30,GB,IE,2003.11
