Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,23.080000,23.219999,21.860001,22.080000,20.471628,43400
2018-12-10,21.600000,22.309999,21.600000,21.936001,20.338120,24900
2018-12-17,21.980000,22.150000,21.280001,21.280001,19.729904,705500
2018-12-24,21.520000,21.730000,20.790001,21.653999,20.378246,70500
2018-12-31,21.737000,22.044001,21.260000,22.020000,20.722687,48600
2019-01-07,22.000000,22.485001,21.959999,22.485001,21.160290,17800
2019-01-14,22.340000,22.844999,22.340000,22.809999,21.466141,27700
2019-01-21,22.620001,22.770000,22.549999,22.770000,21.428499,8300
2019-01-28,22.610001,23.309999,22.502001,23.290001,21.917864,35700
2019-02-04,23.319000,23.590000,23.219999,23.309999,21.936684,107400
2019-02-11,23.280001,23.643000,23.170000,23.643000,22.250065,338400
2019-02-18,23.798000,24.030001,23.798000,23.870001,22.463692,36400
2019-02-25,23.959999,24.150999,23.900000,24.040001,22.623676,80900
2019-03-04,24.150000,24.195000,23.709999,23.760000,22.360172,237200
2019-03-11,23.820000,24.629999,23.813999,24.600000,23.150684,20300
2019-03-18,24.700001,24.920000,24.280001,24.280001,22.849537,54100
2019-03-25,24.219999,24.379999,24.100000,24.270000,22.840126,49400
2019-04-01,24.549999,25.000000,24.483000,24.889999,23.423595,42100
2019-04-08,24.990000,24.990000,24.809999,24.990000,23.517706,12400
2019-04-15,25.070000,25.129999,24.959999,24.959999,23.489473,5100
2019-04-22,24.969999,25.020000,24.610001,24.719999,23.263613,8900
2019-04-29,24.790001,25.035000,24.650000,25.035000,23.560057,30300
2019-05-06,24.500000,24.816999,24.110001,24.340000,22.906002,40000
2019-05-13,24.040001,24.309999,23.849001,24.129999,22.708372,8900
2019-05-20,23.940001,24.150000,23.620001,23.865000,22.458986,12700
2019-05-27,23.889999,23.889999,23.235001,23.330000,21.955503,12000
2019-06-03,23.420000,24.190001,23.340000,24.139999,22.717783,14900
2019-06-10,24.165001,24.230000,23.350000,23.360001,21.983740,38500
2019-06-17,23.389999,23.940001,23.129999,23.851000,22.949251,41000
2019-06-24,23.850000,23.950001,23.750000,23.927000,23.022377,20800
2019-07-01,24.110001,24.290001,23.980000,24.010000,23.102240,33200
2019-07-08,23.930000,23.969999,23.784000,23.879999,22.977154,7400
2019-07-15,23.930000,23.930000,23.660000,23.750000,22.852070,10800
2019-07-22,23.750000,23.980000,23.660000,23.790001,22.890558,272300
2019-07-29,24.010000,24.010000,22.733999,22.820999,21.958191,64900
2019-08-05,22.420000,22.559999,22.150000,22.341999,21.497301,56400
2019-08-12,22.332001,22.360001,21.879999,22.093000,21.257715,174700
2019-08-19,22.221001,22.379999,22.080000,22.101999,21.266375,78600
2019-08-26,22.180000,22.478001,22.090000,22.478001,21.628160,243700
2019-09-02,22.350000,22.959999,22.350000,22.955000,22.087126,5600
2019-09-09,22.879999,23.590000,22.870001,23.590000,22.698118,242900
2019-09-16,23.490000,23.650000,23.410000,23.493999,22.605747,75800
2019-09-23,23.400000,23.450001,23.149000,23.375000,22.491247,11300
2019-09-30,23.480000,23.480000,22.370001,22.750999,21.890837,60700
2019-10-07,22.750000,23.600000,22.452000,23.545000,22.654819,84600
2019-10-14,23.250000,23.881001,23.250000,23.868000,22.965607,99900
2019-10-21,24.000000,24.400000,23.969000,24.211000,23.295641,17800
2019-10-28,24.290001,24.403000,24.170000,24.391001,23.468836,14200
2019-11-04,24.590000,24.590000,24.327999,24.355000,23.434195,25000
2019-11-11,24.280001,24.430000,24.260000,24.412001,23.489040,7400
2019-11-18,24.530001,24.690001,24.158001,24.370001,23.448629,10900
2019-11-25,24.690001,24.846001,24.649000,24.649000,23.717081,6500
2019-12-02,24.580000,24.700001,24.059999,24.677000,23.744022,57600
2019-12-09,24.750000,25.044001,24.010000,24.995001,24.049999,297600
2019-12-16,25.459999,25.575001,24.954000,24.954000,24.569258,89200
2019-12-23,25.030001,25.480000,24.993000,25.343000,24.952261,20300
2019-12-30,25.370001,25.500000,25.200001,25.209999,24.821310,24900
