Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,46.240002,46.369999,45.880001,45.900002,41.085289,8812400
2018-12-10,45.880001,45.950001,45.540001,45.570000,40.966335,5767500
2018-12-17,45.599998,45.639999,44.369999,44.560001,40.058365,12772100
2018-12-24,44.560001,45.919998,44.400002,44.750000,40.416199,9741000
2018-12-31,44.730000,45.900002,44.560001,45.400002,41.003250,9167200
2019-01-07,45.509998,46.169998,45.450001,45.889999,41.445808,4693700
2019-01-14,45.930000,45.930000,45.610001,45.849998,41.409672,3219400
2019-01-21,45.849998,45.910000,45.770000,45.869999,41.427731,2205900
2019-01-28,45.889999,45.939999,45.520000,45.619999,41.201950,2094500
2019-02-04,45.599998,45.880001,45.599998,45.799999,41.564129,3828600
2019-02-11,45.799999,46.000000,45.720001,45.970001,41.718407,5993600
2019-02-18,46.029999,46.410000,45.970001,46.369999,42.081402,3307000
2019-02-25,46.439999,46.639999,46.360001,46.400002,42.108635,3112500
2019-03-04,46.389999,46.389999,45.980000,46.049999,41.989285,3908600
2019-03-11,46.060001,46.250000,46.029999,46.180000,42.107815,2764800
2019-03-18,46.200001,46.250000,45.950001,45.959999,41.907207,3166000
2019-03-25,45.910000,46.070000,45.869999,46.049999,41.989285,7398000
2019-04-01,45.900002,46.270000,45.759998,46.250000,42.171638,1892300
2019-04-08,46.290001,46.480000,46.290001,46.470001,42.575642,1572400
2019-04-15,46.480000,46.610001,46.459999,46.599998,42.694752,1844100
2019-04-22,46.599998,46.759998,46.590000,46.750000,42.832180,2298200
2019-04-29,46.720001,46.860001,46.610001,46.700001,42.786369,3981000
2019-05-06,46.660000,46.689999,46.310001,46.480000,42.785721,2357200
2019-05-13,46.349998,46.529999,46.220001,46.520000,42.822544,1979200
2019-05-20,46.500000,46.570000,46.389999,46.419998,42.730499,1783800
2019-05-27,46.419998,46.500000,46.160000,46.160000,42.491165,4345500
2019-06-03,45.980000,46.139999,45.910000,46.110001,42.445133,1892800
2019-06-10,46.139999,46.230000,46.029999,46.180000,42.713146,1919900
2019-06-17,46.189999,46.279999,46.119999,46.169998,42.703892,2784000
2019-06-24,46.240002,46.270000,46.080002,46.220001,42.750137,2503200
2019-07-01,46.259998,46.259998,46.049999,46.110001,42.648403,1540400
2019-07-08,46.080002,46.180000,46.060001,46.160000,42.898830,1322900
2019-07-15,46.189999,46.290001,46.169998,46.230000,42.963886,1415500
2019-07-22,46.220001,46.360001,46.220001,46.360001,43.084702,1766200
2019-07-29,46.380001,46.509998,46.110001,46.200001,42.936005,10234000
2019-08-05,46.150002,46.160000,45.900002,45.919998,42.878784,2925500
2019-08-12,45.900002,45.910000,45.709999,45.759998,42.729385,1929600
2019-08-19,45.820000,45.959999,45.790001,45.840000,42.804081,2505000
2019-08-26,45.900002,46.049999,45.849998,45.970001,42.925480,1487200
2019-09-02,45.820000,45.959999,45.599998,45.939999,42.897449,1261500
2019-09-09,45.980000,46.349998,45.970001,46.299999,43.441517,2602000
2019-09-16,46.310001,46.369999,46.259998,46.369999,43.507195,1756000
2019-09-23,46.369999,46.389999,46.250000,46.310001,43.450909,1034800
2019-09-30,46.310001,46.320000,45.860001,45.919998,43.084976,1799800
2019-10-07,45.849998,45.880001,45.599998,45.720001,43.102047,3085900
2019-10-14,45.700001,45.889999,45.639999,45.849998,43.224602,1616600
2019-10-21,45.910000,46.020000,45.900002,46.000000,43.366005,1091300
2019-10-28,46.020000,46.029999,45.720001,45.820000,43.196323,2084800
2019-11-04,45.810001,45.930000,45.790001,45.900002,43.451725,4798900
2019-11-11,45.930000,45.990002,45.880001,45.980000,43.527454,2254400
2019-11-18,45.950001,46.090000,45.930000,46.080002,43.622116,1111100
2019-11-25,46.049999,46.230000,46.020000,46.230000,43.764114,1676400
2019-12-02,46.040001,46.320000,45.889999,46.290001,43.820919,2969300
2019-12-09,46.209999,46.500000,46.209999,46.500000,44.182186,2568300
2019-12-16,46.509998,46.720001,46.480000,46.560001,44.239193,2614300
2019-12-23,46.599998,46.630001,46.540001,46.549999,44.391254,1303000
2019-12-30,46.580002,46.680000,46.459999,46.639999,44.477074,1696500
2020-01-06,46.630001,46.799999,46.599998,46.759998,44.591515,2072200
2020-01-13,46.759998,46.799999,46.709999,46.750000,44.581978,2952100
2020-01-20,46.750000,46.849998,46.680000,46.700001,44.534302,1856100
2020-01-27,46.650002,46.709999,46.490002,46.500000,44.343571,1811700
2020-02-03,46.360001,46.430000,46.259998,46.369999,44.219601,1702000
2020-02-10,46.369999,46.570000,46.369999,46.520000,44.554279,1038100
2020-02-17,46.540001,46.669998,46.490002,46.590000,44.621323,1383500
2020-02-24,46.419998,46.459999,45.310001,45.430000,43.510338,6666500
2020-03-02,45.150002,45.860001,44.509998,44.849998,42.954838,6043000
2020-03-09,43.209999,44.529999,40.500000,42.450001,40.827003,9597700
2020-03-16,40.840000,41.730000,37.360001,38.330002,36.864529,6086800
2020-03-23,38.020000,40.459999,36.009998,39.160000,37.662792,4182600
2020-03-30,39.299999,40.630001,38.290001,38.720001,37.239620,7744100
2020-04-06,39.279999,44.139999,39.279999,42.369999,40.944504,8693700
2020-04-13,42.450001,42.619999,41.660000,42.139999,40.722240,3531500
2020-04-20,42.099998,42.139999,41.250000,41.500000,40.103775,3447100
2020-04-27,41.590000,42.110001,41.049999,41.270000,39.881508,7610300
2020-05-04,41.240002,41.889999,41.049999,41.740002,40.500530,3462700
2020-05-11,41.650002,41.900002,41.419998,41.540001,40.306473,1577100
2020-05-18,41.669998,42.630001,41.669998,42.630001,41.364109,2147200
2020-05-25,42.750000,43.439999,42.740002,43.119999,41.839554,1391300
2020-06-01,43.029999,44.169998,42.840000,43.950001,42.644909,2203600
2020-06-08,44.099998,44.230000,42.939999,43.549999,42.443806,3776200
2020-06-15,43.369999,44.049999,43.279999,43.779999,42.667965,1741600
2020-06-22,43.880001,44.049999,43.090000,43.130001,42.034481,2457000
2020-06-29,43.119999,43.639999,43.000000,43.450001,42.346344,1813700
2020-07-06,43.570000,43.639999,43.090000,43.320000,42.405380,2314000
2020-07-13,43.270000,43.889999,43.169998,43.779999,42.855667,1804400
2020-07-20,43.860001,44.270000,43.770000,44.080002,43.149334,2895000
2020-07-27,44.180000,44.349998,44.040001,44.180000,43.247223,1391800
2020-08-03,44.090000,44.459999,43.860001,44.340000,43.403843,3491100
2020-08-10,44.400002,44.580002,44.340000,44.459999,43.709282,1021300
2020-08-17,44.529999,44.660000,44.369999,44.599998,43.846916,1070400
2020-08-24,44.560001,44.880001,44.459999,44.869999,44.112366,1160700
2020-08-31,44.830002,44.930000,44.490002,44.639999,43.886242,3055100
2020-09-07,44.660000,44.930000,44.470001,44.930000,44.369339,1191500
2020-09-14,44.959999,45.240002,44.959999,45.110001,44.547089,2759700
2020-09-21,45.020000,45.080002,44.340000,44.490002,43.934830,2381500
2020-09-28,44.430000,44.880001,44.349998,44.540001,43.984207,2429800
2020-10-05,44.580002,44.779999,44.290001,44.689999,44.320637,4577800
2020-10-12,44.790001,45.029999,44.500000,44.529999,44.161957,2224100
2020-10-19,44.590000,44.799999,44.529999,44.689999,44.320637,1583200
2020-10-26,44.590000,44.610001,44.150002,44.259998,43.894188,3593200
2020-11-02,44.270000,44.709999,44.060001,44.639999,44.271049,4121300
2020-11-09,44.900002,45.240002,44.889999,44.959999,44.780640,3457500
2020-11-16,45.020000,45.110001,44.900002,45.040001,44.860321,3052000
2020-11-23,45.139999,45.209999,45.020000,45.189999,45.009720,1105700
2020-11-30,45.189999,45.209999,45.000000,45.040001,44.860321,1366000
